scheme_code,scheme_name,date,nav,plan_type
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-02-21,48.87,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-02-22,47.65,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-02-23,47.44,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-02-24,47.04,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-02-27,45.73,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-02-28,46.79,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-02-29,46.97,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-03-01,46.58,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-03-02,46.74,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-03-05,45.98,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-03-06,45.45,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-03-07,45.27,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-03-09,46.34,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-03-12,46.62,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-03-13,47.08,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-03-14,47.49,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-03-15,46.78,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-03-16,46.14,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-03-19,45.49,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-03-20,45.69,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-03-21,46.45,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-03-22,45.3,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-03-23,45.61,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-03-26,44.73,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-03-27,45.14,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-03-28,44.78,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-03-29,44.61,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-03-30,45.72,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-04-02,45.91,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-04-03,46.3,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-04-04,46.07,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-04-09,45.23,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-04-10,45.18,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-04-11,44.97,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-04-12,45.4,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-04-13,44.86,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-04-16,45.04,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-04-17,45.52,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-04-18,45.53,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-04-19,45.73,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-04-20,45.37,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-04-23,44.48,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-04-24,44.64,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-04-25,44.47,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-04-26,44.26,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-04-27,44.27,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-04-30,44.75,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-05-02,44.7,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-05-03,44.17,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-05-04,43.25,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-05-07,43.51,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-05-08,42.61,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-05-09,42.21,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-05-10,42.16,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-05-11,41.86,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-05-14,41.59,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-05-15,41.83,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-05-16,41.14,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-05-17,41.21,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-05-18,41.38,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-05-21,41.6,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-05-22,41.22,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-05-23,41.0,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-05-24,41.75,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-05-25,41.78,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-05-28,42.37,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-05-29,42.43,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-05-30,42.03,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-05-31,41.9,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-06-01,41.23,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-06-04,41.34,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-06-05,41.53,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-06-06,42.6,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-06-07,43.05,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-06-08,43.25,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-06-11,43.06,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-06-12,43.62,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-06-13,43.62,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-06-14,43.05,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-06-15,43.7,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-06-18,43.02,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-06-19,43.32,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-06-20,43.54,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-06-21,43.97,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-06-22,43.88,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-06-25,43.61,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-06-26,43.74,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-06-27,43.95,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-06-28,43.99,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-06-29,45.07,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-07-02,45.2,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-07-03,45.4,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-07-04,45.62,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-07-05,45.82,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-07-06,45.69,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-07-09,45.33,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-07-10,45.9,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-07-11,45.6,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-07-12,45.09,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-07-13,45.0,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-07-16,44.82,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-07-17,44.77,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-07-18,44.92,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-07-19,45.06,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-07-20,44.79,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-07-23,43.99,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-07-24,44.08,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-07-25,43.83,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-07-26,43.19,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-07-27,43.43,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-07-30,44.31,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-07-31,44.49,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-08-01,44.64,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-08-02,44.56,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-08-03,44.4,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-08-06,44.83,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-08-07,45.25,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-08-08,45.15,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-08-09,44.87,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-08-10,44.75,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-08-13,44.96,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-08-14,45.27,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-08-16,45.18,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-08-17,45.18,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-08-21,45.51,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-08-22,45.4,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-08-23,45.44,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-08-24,45.16,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-08-27,44.76,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-08-28,44.52,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-08-29,44.15,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-08-30,44.33,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-08-31,44.01,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-09-03,43.97,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-09-04,44.19,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-09-05,43.75,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-09-06,43.89,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-09-07,44.78,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-09-10,44.99,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-09-11,45.17,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-09-12,45.43,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-09-13,45.39,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-09-14,46.55,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-09-17,47.15,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-09-18,47.25,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-09-20,46.86,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-09-21,48.05,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-09-24,47.9,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-09-25,47.91,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-09-26,47.85,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-09-27,47.72,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-09-28,48.18,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-10-01,48.31,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-10-03,48.49,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-10-04,48.9,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-10-05,48.54,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-10-08,47.96,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-10-09,48.18,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-10-10,47.7,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-10-11,48.21,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-10-12,47.94,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-10-15,47.99,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-10-16,47.59,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-10-17,47.7,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-10-18,48.22,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-10-19,47.96,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-10-22,48.17,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-10-23,47.96,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-10-25,47.97,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-10-26,47.62,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-10-29,47.59,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-10-30,46.98,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-10-31,47.26,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-11-01,47.59,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-11-02,48.06,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-11-05,48.03,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-11-06,48.16,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-11-07,48.48,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-11-08,48.41,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-11-09,47.94,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-11-12,47.93,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-11-15,47.61,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-11-16,47.14,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-11-19,46.97,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-11-20,46.86,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-11-21,47.14,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-11-22,47.29,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-11-23,47.26,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-11-26,47.41,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-11-27,48.13,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-11-29,48.81,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-11-30,49.34,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-12-03,49.36,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-12-04,49.55,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-12-05,49.68,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-12-06,49.92,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-12-07,49.79,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-12-10,49.85,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-12-11,49.66,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-12-12,49.56,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-12-13,49.25,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-12-14,49.55,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-12-17,49.49,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-12-18,49.81,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-12-19,50.07,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-12-20,50.04,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-12-21,49.4,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-12-24,49.48,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-12-26,49.89,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-12-27,49.71,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-12-28,50.08,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2012-12-31,50.11,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-01-01,50.57,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-01-02,50.93,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-01-03,51.09,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-01-04,51.19,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-01-07,51.03,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-01-08,51.05,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-01-09,50.85,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-01-10,50.77,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-01-11,50.63,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-01-14,51.3,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-01-15,51.57,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-01-16,51.05,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-01-17,51.38,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-01-18,51.61,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-01-21,51.82,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-01-22,51.41,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-01-23,51.38,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-01-24,50.91,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-01-25,51.41,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-01-28,51.42,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-01-29,51.18,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-01-30,51.13,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-01-31,51.07,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-02-01,50.79,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-02-04,50.51,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-02-05,50.21,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-02-06,50.25,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-02-07,49.97,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-02-08,49.63,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-02-11,49.52,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-02-12,49.74,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-02-13,49.75,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-02-14,49.33,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-02-15,49.26,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-02-18,49.37,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-02-19,49.75,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-02-20,49.72,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-02-21,48.88,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-02-22,48.89,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-02-25,48.83,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-02-26,48.03,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-02-27,48.36,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-02-28,47.31,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-03-01,47.61,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-03-04,47.42,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-03-05,48.17,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-03-06,48.5,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-03-07,48.8,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-03-08,49.45,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-03-11,49.37,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-03-12,49.13,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-03-13,48.56,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-03-14,49.09,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-03-15,48.72,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-03-18,48.41,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-03-19,47.63,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-03-20,47.02,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-03-21,46.7,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-03-22,46.7,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-03-25,46.46,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-03-26,46.48,Regular
,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,2013-03-28,46.93,Regular
