scheme_code,scheme_name,date,nav,plan_type
,SBI Multicap Fund- Regular Plan- Growth Option,2022-07-07,9.7348,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-07-08,9.7685,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-07-11,9.858,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-07-12,9.7994,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-07-13,9.8128,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-07-14,9.7735,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-07-15,9.8145,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-07-18,9.8915,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-07-19,9.9558,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-07-20,10.0117,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-07-21,10.12,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-07-22,10.1424,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-07-25,10.1736,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-07-26,10.1081,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-07-27,10.1432,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-07-28,10.265,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-07-29,10.4227,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-08-01,10.577,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-08-02,10.5763,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-08-03,10.5572,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-08-04,10.5916,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-08-05,10.5993,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-08-08,10.6281,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-08-10,10.6198,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-08-11,10.6205,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-08-12,10.6205,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-08-16,10.7223,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-08-17,10.7293,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-08-18,10.7573,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-08-19,10.6011,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-08-22,10.4863,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-08-23,10.588,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-08-24,10.6289,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-08-25,10.6376,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-08-26,10.6567,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-08-29,10.6037,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-08-30,10.7844,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-09-01,10.8181,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-09-02,10.8265,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-09-05,10.891,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-09-06,10.9225,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-09-07,10.915,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-09-08,10.9341,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-09-09,10.9613,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-09-12,11.0802,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-09-13,11.135,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-09-14,11.1768,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-09-15,11.1552,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-09-16,10.9206,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-09-19,10.8925,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-09-20,11.0132,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-09-21,10.9527,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-09-22,10.9756,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-09-23,10.8304,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-09-26,10.5506,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-09-27,10.5547,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-09-28,10.5016,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-09-29,10.5164,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-09-30,10.6365,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-10-03,10.5384,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-10-04,10.7465,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-10-06,10.8581,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-10-07,10.8526,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-10-10,10.7955,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-10-11,10.6827,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-10-12,10.7392,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-10-13,10.6805,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-10-14,10.7047,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-10-17,10.7338,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-10-18,10.8377,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-10-19,10.8767,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-10-20,10.9029,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-10-21,10.862,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-10-25,10.9332,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-10-27,10.9103,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-10-28,10.8603,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-10-31,10.9615,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-11-01,11.0101,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-11-02,10.9753,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-11-03,10.961,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-11-04,10.9853,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-11-07,10.9609,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-11-09,10.8985,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-11-10,10.7474,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-11-11,10.7787,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-11-14,10.7395,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-11-15,10.7624,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-11-16,10.7198,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-11-17,10.6921,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-11-18,10.6723,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-11-21,10.6374,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-11-22,10.6424,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-11-23,10.7268,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-11-24,10.7794,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-11-25,10.7891,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-11-28,10.8447,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-11-29,10.8245,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-11-30,10.876,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-12-01,10.9199,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-12-02,10.9048,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-12-05,10.8929,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-12-06,10.8624,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-12-07,10.8121,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-12-08,10.8494,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-12-09,10.8337,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-12-12,10.8552,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-12-13,10.8983,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-12-14,10.9437,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-12-15,10.8674,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-12-16,10.749,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-12-19,10.8123,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-12-20,10.8197,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-12-21,10.6714,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-12-22,10.6026,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-12-23,10.3498,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-12-26,10.5043,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-12-27,10.624,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-12-28,10.6458,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-12-29,10.7006,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2022-12-30,10.6784,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-01-02,10.7152,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-01-03,10.7142,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-01-04,10.6562,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-01-05,10.6353,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-01-06,10.548,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-01-09,10.6073,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-01-10,10.5939,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-01-11,10.6096,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-01-12,10.5984,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-01-13,10.6255,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-01-16,10.5717,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-01-17,10.5853,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-01-18,10.615,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-01-19,10.6233,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-01-20,10.5163,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-01-23,10.5598,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-01-24,10.5274,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-01-25,10.4972,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-01-27,10.4289,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-01-30,10.3935,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-01-31,10.497,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-02-01,10.3873,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-02-02,10.3928,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-02-03,10.3949,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-02-06,10.3697,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-02-07,10.3607,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-02-08,10.3922,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-02-09,10.3955,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-02-10,10.4393,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-02-13,10.3691,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-02-14,10.3427,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-02-15,10.3964,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-02-16,10.4164,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-02-17,10.3814,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-02-20,10.3673,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-02-21,10.3161,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-02-22,10.2259,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-02-23,10.2463,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-02-24,10.2379,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-02-27,10.1484,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-02-28,10.1167,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-03-01,10.2117,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-03-02,10.195,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-03-03,10.2604,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-03-06,10.3017,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-03-08,10.3044,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-03-09,10.2384,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-03-10,10.1961,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-03-13,10.0636,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-03-14,10.0512,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-03-15,10.0623,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-03-16,10.0192,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-03-17,10.0537,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-03-20,9.9703,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-03-21,10.0282,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-03-22,10.0624,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-03-23,10.0508,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-03-24,9.9322,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-03-27,9.8843,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-03-28,9.8216,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-03-29,9.9448,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-03-31,10.0507,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-04-03,10.0991,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-04-05,10.0986,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-04-06,10.1195,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-04-10,10.107,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-04-11,10.2031,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-04-12,10.264,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-04-13,10.3199,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-04-17,10.3693,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-04-18,10.3595,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-04-19,10.3696,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-04-20,10.383,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-04-21,10.3537,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-04-24,10.3869,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-04-25,10.4137,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-04-26,10.4392,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-04-27,10.4811,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-04-28,10.5452,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-05-02,10.604,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-05-03,10.5968,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-05-04,10.6446,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-05-05,10.636,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-05-08,10.725,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-05-09,10.7216,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-05-10,10.7515,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-05-11,10.7602,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-05-12,10.761,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-05-15,10.7928,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-05-16,10.8073,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-05-17,10.7792,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-05-18,10.7379,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-05-19,10.7461,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-05-22,10.775,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-05-23,10.8102,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-05-24,10.8313,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-05-25,10.8389,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-05-26,10.9065,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-05-29,10.9374,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-05-30,10.9674,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-05-31,10.978,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-06-01,10.9668,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-06-02,11.0269,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-06-05,11.07,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-06-06,11.1469,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-06-07,11.2402,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-06-08,11.1905,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-06-09,11.1233,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-06-12,11.1359,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-06-13,11.193,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-06-14,11.2002,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-06-15,11.2339,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-06-16,11.2874,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-06-19,11.264,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-06-20,11.2908,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-06-21,11.3191,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-06-22,11.3292,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-06-23,11.2206,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-06-26,11.2245,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-06-27,11.2816,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-06-28,11.3156,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-06-30,11.3665,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-07-03,11.411,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-07-04,11.4089,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-07-05,11.4657,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-07-06,11.5158,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-07-07,11.4417,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-07-10,11.4143,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-07-11,11.4528,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-07-12,11.4908,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-07-13,11.4763,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-07-14,11.5432,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-07-17,11.5973,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-07-18,11.5522,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-07-19,11.615,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-07-20,11.6747,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-07-21,11.6438,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-07-24,11.6265,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-07-25,11.6766,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-07-26,11.6672,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-07-27,11.6638,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-07-28,11.6994,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-07-31,11.7711,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-08-01,11.8234,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-08-02,11.7069,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-08-03,11.6542,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-08-04,11.694,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-08-07,11.7019,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-08-08,11.6791,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-08-09,11.7509,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-08-10,11.7342,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-08-11,11.7138,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-08-14,11.7003,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-08-16,11.6783,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-08-17,11.6544,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-08-18,11.6357,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-08-21,11.7093,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-08-22,11.7705,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-08-23,11.8202,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-08-24,11.8688,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-08-25,11.7907,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-08-28,11.8605,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-08-29,11.9242,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-08-30,11.9467,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-08-31,11.9857,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-09-01,12.0317,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-09-04,12.108,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-09-05,12.1292,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-09-06,12.1611,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-09-07,12.2293,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-09-08,12.2867,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-09-11,12.3412,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-09-12,12.1373,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-09-13,12.1264,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-09-14,12.2112,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-09-15,12.2272,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-09-18,12.1994,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-09-20,12.1768,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-09-21,12.0697,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-09-22,12.0662,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-09-25,12.1013,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-09-26,12.0847,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-09-27,12.1202,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-09-29,12.1294,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-10-03,12.1544,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-10-04,12.028,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-10-05,12.0605,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-10-06,12.0918,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-10-09,12.0026,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-10-10,12.1178,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-10-11,12.1699,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-10-12,12.2739,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-10-13,12.2376,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-10-16,12.248,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-10-17,12.3108,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-10-18,12.2946,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-10-19,12.2629,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-10-20,12.1756,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-10-23,11.9061,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-10-25,11.8089,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-10-26,11.7298,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-10-27,11.8656,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-10-30,11.8842,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-10-31,11.851,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-11-01,11.8259,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-11-02,11.8707,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-11-03,11.9425,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-11-06,12.022,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-11-07,12.0365,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-11-08,12.0454,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-11-09,12.0272,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-11-10,12.0166,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-11-13,12.0756,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-11-15,12.1725,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-11-16,12.2185,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-11-17,12.2578,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-11-20,12.2426,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-11-21,12.2807,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-11-22,12.2876,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-11-23,12.3117,Regular
,SBI Multicap Fund- Regular Plan- Growth Option,2023-11-24,12.3619,Regular
